"","종목코드","종목명","종가","대비","등락률","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1917","010640","진양폴리",4135,-45,-1.08,380,10.88,NA,NA,2947,1.4,175,4.23
"1918","100250","진양홀딩스",3215,-5,-0.16,183,17.57,NA,NA,5936,0.54,170,5.29
"1919","051630","진양화학",3030,-85,-2.73,NA,NA,NA,NA,1953,1.55,0,0
"1920","272450","진에어",16510,-150,-0.9,NA,NA,1638,10.08,3352,4.93,0,0
"1921","011000","진원생명과학",7160,-180,-2.45,NA,NA,NA,NA,2659,2.69,0,0
"1922","002780","진흥기업",1267,-28,-2.16,367,3.45,NA,NA,1166,1.09,0,0
"1923","002787","진흥기업2우B",13250,140,1.07,NA,NA,NA,NA,NA,NA,0,0
"1924","002785","진흥기업우B",5070,0,0,NA,NA,NA,NA,NA,NA,0,0
"1925","085660","차바이오텍",13540,-460,-3.29,NA,NA,NA,NA,8106,1.67,0,0
"1926","261780","차백신연구소",5830,-10,-0.17,NA,NA,NA,NA,1499,3.89,0,0
"1927","009310","참엔지니어링",723,-12,-1.63,NA,NA,NA,NA,1387,0.52,0,0
"1928","094850","참좋은여행",10230,-140,-1.35,NA,NA,NA,NA,6832,1.5,0,0
"1929","004650","창해에탄올",10520,-90,-0.85,1297,8.11,NA,NA,17750,0.59,600,5.7
"1930","278280","천보",262000,-2000,-0.76,4438,59.04,8212,31.9,28680,9.14,300,0.11
"1931","000650","천일고속",58100,-400,-0.68,NA,NA,NA,NA,25177,2.31,2500,4.3
"1932","362320","청담글로벌",11140,-560,-4.79,388,28.71,NA,NA,1715,6.5,0,0
"1933","066360","체리부로",1240,1,0.08,NA,NA,NA,NA,991,1.25,0,0
"1934","033250","체시스",961,43,4.68,NA,NA,NA,NA,895,1.07,0,0
"1935","047820","초록뱀미디어",10500,-260,-2.42,NA,NA,NA,NA,15090,0.7,0,0
"1936","131100","초록뱀이앤엠",2800,-5,-0.18,NA,NA,NA,NA,2921,0.96,0,0
"1937","052300","초록뱀컴퍼니",455,-22,-4.61,942,0.48,NA,NA,2655,0.17,0,0
"1938","118000","초록뱀헬스케어",520,-11,-2.07,118,4.41,NA,NA,1468,0.35,0,0
"1939","094360","칩스앤미디어",18590,-920,-4.72,650,28.6,1088,17.09,3940,4.72,163,0.88
"1940","016790","카나리아바이오",28550,3350,13.29,NA,NA,NA,NA,1876,15.22,20,0.07
"1941","016920","카스",1677,-23,-1.35,NA,NA,NA,NA,2117,0.79,15,0.89
"1942","284620","카이노스메드",6880,570,9.03,NA,NA,NA,NA,518,13.28,0,0
"1943","035720","카카오",59100,-2400,-3.9,3221,18.35,1241,47.64,23018,2.57,53,0.09
"1944","293490","카카오게임즈",44450,-1550,-3.37,7073,6.28,2257,19.7,27171,1.64,0,0
"1945","323410","카카오뱅크",25000,-1200,-4.58,467,53.53,815,30.68,11620,2.15,0,0
"1946","377300","카카오페이",59900,-2100,-3.39,NA,NA,266,224.8,12839,4.67,0,0
"1947","042000","카페24",10200,-120,-1.16,NA,NA,NA,NA,10431,0.98,0,0
"1948","006380","카프로",1977,-93,-4.49,49,40.35,NA,NA,3150,0.63,0,0
"1949","317530","캐리소프트",9150,880,10.64,NA,NA,NA,NA,1763,5.19,0,0
"1950","071850","캐스텍코리아",2170,100,4.83,NA,NA,NA,NA,5845,0.37,0,0
"1951","050110","캠시스",2005,28,1.42,NA,NA,NA,NA,1186,1.69,0,0
"1952","119860","커넥트웨이브",13480,-370,-2.67,2235,6.03,1022,13.19,12201,1.1,0,0
"1953","223310","커머스마이너",3320,0,0,NA,NA,NA,NA,1495,2.22,0,0
"1954","109070","컨버즈",4100,0,0,NA,NA,NA,NA,548,7.48,0,0
"1955","078340","컴투스",69000,400,0.58,10845,6.36,2488,27.74,98792,0.7,1300,1.88
"1956","063080","컴투스홀딩스",52600,3000,6.05,4594,11.45,1001,52.56,55632,0.95,0,0
"1957","307930","컴퍼니케이",6910,-100,-1.43,1210,5.71,NA,NA,4766,1.45,250,3.62
"1958","079190","케스피온",845,-36,-4.09,NA,NA,NA,NA,763,1.11,0,0
"1959","263700","케어랩스",8720,100,1.16,73,119.45,NA,NA,5939,1.47,0,0
"1960","214370","케어젠",188400,14900,8.59,2582,72.97,NA,NA,21387,8.81,2300,1.22
"1961","221980","케이디켐",13290,100,0.76,2094,6.35,NA,NA,23124,0.57,500,3.76
"1962","001620","케이비아이동국실업",644,6,0.94,NA,NA,NA,NA,1921,0.34,0,0
"1963","424140","케이비제21호스팩",2035,-10,-0.49,NA,NA,NA,NA,NA,NA,0,0
"1964","436530","케이비제22호스팩",2065,-5,-0.24,NA,NA,NA,NA,NA,NA,0,0
"1965","440200","케이비제23호스팩",2030,5,0.25,NA,NA,NA,NA,NA,NA,0,0
"1966","192250","케이사인",1696,-46,-2.64,82,20.68,NA,NA,974,1.74,15,0.88
"1967","029460","케이씨",20750,200,0.97,4200,4.94,NA,NA,53833,0.39,300,1.45
"1968","115500","케이씨에스",7030,190,2.78,223,31.52,NA,NA,1715,4.1,220,3.13
"1969","281820","케이씨텍",17400,-20,-0.11,2011,8.65,NA,NA,18467,0.94,220,1.26
"1970","089150","케이씨티",4355,-115,-2.57,14,311.07,NA,NA,2053,2.12,50,1.15
"1971","025880","케이씨피드",2850,-20,-0.7,255,11.18,NA,NA,3597,0.79,40,1.4
"1972","093320","케이아이엔엑스",67200,600,0.9,3254,20.65,4908,13.69,25579,2.63,500,0.74
"1973","073010","케이에스피",1849,-4,-0.22,63,29.35,NA,NA,726,2.55,0,0
"1974","105330","케이엔더블유",11490,-130,-1.12,89,129.1,NA,NA,4843,2.37,0,0
"1975","272110","케이엔제이",16160,-190,-1.16,780,20.72,1765,9.15,5518,2.93,0,0
"1976","039420","케이엘넷",2690,-55,-2,270,9.96,NA,NA,2012,1.34,80,2.97
"1977","083550","케이엠",6450,-160,-2.42,691,9.33,NA,NA,11564,0.56,70,1.09
"1978","032500","케이엠더블유",23950,-400,-1.64,NA,NA,NA,NA,6291,3.81,0,0
"1979","225430","케이엠제약",1324,-6,-0.45,NA,NA,NA,NA,1445,0.92,0,0
"1980","102370","케이옥션",6090,-270,-4.25,477,12.77,NA,NA,3124,1.95,0,0
"1981","381970","케이카",11920,-250,-2.05,1004,11.87,874,13.63,5729,2.08,750,6.29
"1982","036030","케이티알파",7000,40,0.57,NA,NA,NA,NA,4452,1.57,0,0
"1983","064820","케이프",3995,-100,-2.44,931,4.29,NA,NA,6508,0.61,100,2.5
"1984","256940","케이피에스",10450,320,3.16,NA,NA,NA,NA,3292,3.17,0,0
"1985","024880","케이피에프",6530,-60,-0.91,NA,NA,NA,NA,9417,0.69,0,0
"1986","042040","케이피엠테크",422,-10,-2.31,NA,NA,NA,NA,657,0.64,0,0
"1987","054410","케이피티유",5720,-60,-1.04,1199,4.77,NA,NA,7478,0.76,0,0
"1988","258610","케일럼",2580,-75,-2.82,NA,NA,NA,NA,2977,0.87,0,0
"1989","274090","켄코아에어로스페이스",16100,-660,-3.94,NA,NA,NA,NA,2169,7.42,0,0
"1990","089010","켐트로닉스",19300,70,0.36,1975,9.77,NA,NA,9713,1.99,300,1.55
"1991","220260","켐트로스",11110,190,1.74,166,66.93,NA,NA,2070,5.37,0,0
"1992","052400","코나아이",17650,-200,-1.12,3594,4.91,NA,NA,9393,1.88,0,0
"1993","402030","코난테크놀로지",130100,-3600,-2.69,468,277.99,NA,NA,3220,40.4,0,0
"1994","391710","코닉오토메이션",4385,-90,-2.01,NA,NA,117,37.53,NA,NA,0,0
"1995","046070","코다코",1140,65,6.05,176,6.48,NA,NA,610,1.87,0,0
"1996","047770","코데즈컴바인",1785,-5,-0.28,175,10.2,NA,NA,1383,1.29,0,0
"1997","078940","코드네이처",1036,-27,-2.54,NA,NA,NA,NA,448,2.31,0,0
"1998","080530","코디",1292,-13,-1,NA,NA,NA,NA,1304,0.99,0,0
"1999","104540","코렌텍",11080,-130,-1.16,65,170.46,NA,NA,4548,2.44,0,0
"2000","027050","코리아나",3265,-70,-2.1,107,30.51,NA,NA,2696,1.21,0,0
"2001","007815","코리아써우",7110,-140,-1.93,NA,NA,NA,NA,NA,NA,0,0
"2002","007810","코리아써키트",15180,-330,-2.13,2053,7.39,2558,5.94,14860,1.02,0,0
"2003","00781K","코리아써키트2우B",11060,-210,-1.86,NA,NA,NA,NA,NA,NA,0,0
"2004","190650","코리아에셋투자증권",8360,-80,-0.95,2612,3.2,NA,NA,14959,0.56,700,8.37
"2005","123410","코리아에프티",2915,5,0.17,200,14.58,NA,NA,4794,0.61,60,2.06
"2006","003690","코리안리",7860,-60,-0.76,1216,6.46,1481,5.31,21112,0.37,525,6.68
"2007","036690","코맥스",4120,-265,-6.04,NA,NA,NA,NA,3410,1.21,50,1.21
"2008","049430","코메론",9890,-130,-1.3,2286,4.33,NA,NA,20212,0.49,200,2.02
"2009","183300","코미코",45400,-800,-1.73,4725,9.61,NA,NA,22240,2.04,550,1.21
"2010","041960","코미팜",6680,10,0.15,NA,NA,NA,NA,1040,6.42,0,0
"2011","089890","코세스",12980,-370,-2.77,700,18.54,NA,NA,3093,4.2,0,0
"2012","009730","코센",1968,59,3.09,NA,NA,NA,NA,1049,1.88,0,0
"2013","082660","코스나인",798,0,0,NA,NA,NA,NA,501,1.59,0,0
"2014","192820","코스맥스",81100,-1000,-1.22,6944,11.68,7456,10.88,49474,1.64,550,0.68
"2015","044820","코스맥스비티아이",8590,-170,-1.94,1479,5.81,NA,NA,32252,0.27,260,3.03
"2016","222040","코스맥스엔비티",4145,-95,-2.24,NA,NA,197,21.05,2684,1.54,0,0
"2017","241710","코스메카코리아",9480,-360,-3.66,834,11.37,913,10.38,13319,0.71,0,0
"2018","005070","코스모신소재",103300,3600,3.61,604,171.03,1633,63.25,6831,15.12,0,0
"2019","005420","코스모화학",52300,3850,7.95,348,150.29,NA,NA,4803,10.89,0,0
"2020","069110","코스온",2630,0,0,NA,NA,NA,NA,733,3.59,0,0
"2021","071950","코아스",700,-1,-0.14,NA,NA,NA,NA,607,1.15,0,0
"2022","166480","코아스템켐온",7990,-100,-1.24,NA,NA,NA,NA,2344,3.41,0,0
"2023","045970","코아시아",7830,-190,-2.37,NA,NA,NA,NA,4585,1.71,0,0
"2024","196450","코아시아옵틱스",2525,-115,-4.36,NA,NA,NA,NA,1831,1.38,0,0
"2025","029960","코엔텍",7360,50,0.68,596,12.35,NA,NA,3123,2.36,300,4.08
"2026","002020","코오롱",20900,-500,-2.34,10125,2.06,NA,NA,64159,0.33,550,2.63
"2027","003070","코오롱글로벌",15690,-510,-3.15,5454,2.88,5243,2.99,23514,0.67,500,3.19
"2028","003075","코오롱글로벌우",26600,-400,-1.48,NA,NA,NA,NA,NA,NA,550,2.07
"2029","450140","코오롱모빌리티그룹",5250,0,0,NA,NA,NA,NA,NA,NA,0,0
"2030","45014K","코오롱모빌리티그룹우",17310,-170,-0.97,NA,NA,NA,NA,NA,NA,0,0
"2031","102940","코오롱생명과학",33800,-1100,-3.15,NA,NA,NA,NA,8720,3.88,0,0
"2032","002025","코오롱우",15890,-160,-1,NA,NA,NA,NA,NA,NA,600,3.78
"2033","120110","코오롱인더",44050,-1650,-3.61,6336,6.95,6365,6.92,80483,0.55,1300,2.95
"2034","120115","코오롱인더우",23600,-300,-1.26,NA,NA,NA,NA,NA,NA,1350,5.72
"2035","138490","코오롱플라스틱",9110,-240,-2.57,572,15.93,922,9.88,5803,1.57,145,1.59
"2036","056000","코원플레이",2860,0,0,NA,NA,NA,NA,1155,2.48,0,0
"2037","021240","코웨이",50900,-1300,-2.49,6418,7.93,7327,6.95,26268,1.94,1250,2.46
"2038","033290","코웰패션",4895,-25,-0.51,745,6.57,NA,NA,5122,0.96,130,2.66
"2039","056360","코위버",7810,30,0.39,750,10.41,NA,NA,13692,0.57,70,0.9
"2040","282880","코윈테크",27750,50,0.18,575,48.26,1728,16.06,10764,2.58,100,0.36
"2041","121850","코이즈",2830,-225,-7.36,NA,NA,NA,NA,227,12.47,0,0
"2042","015710","코콤",6380,-180,-2.74,260,24.54,NA,NA,7501,0.85,110,1.72
"2043","052330","코텍",10220,40,0.39,NA,NA,NA,NA,20215,0.51,0,0
"2044","322780","코퍼스코리아",3005,-50,-1.64,242,12.42,NA,NA,1422,2.11,15,0.5
"2045","036420","콘텐트리중앙",24000,-500,-2.04,NA,NA,669,35.86,9670,2.48,0,0
"2046","200130","콜마비앤에이치",25050,-650,-2.53,2365,10.59,2306,10.86,13051,1.92,385,1.54
"2047","031820","콤텍시스템",779,-23,-2.87,28,27.82,NA,NA,1158,0.67,0,0
"2048","294570","쿠콘",31300,-400,-1.26,741,42.24,NA,NA,12837,2.44,100,0.32
"2049","192400","쿠쿠홀딩스",15960,-40,-0.25,4660,3.42,NA,NA,28532,0.56,700,4.39
"2050","284740","쿠쿠홈시스",28850,-450,-1.54,6784,4.25,NA,NA,28790,1,650,2.25
"2051","317690","퀀타매트릭스",5880,-250,-4.08,NA,NA,NA,NA,3544,1.66,0,0
"2052","365270","큐라클",11710,10,0.09,NA,NA,NA,NA,4019,2.91,0,0
"2053","060280","큐렉소",9260,-150,-1.59,NA,NA,NA,NA,1283,7.22,0,0
"2054","015590","큐로",362,6,1.69,NA,NA,NA,NA,424,0.85,0,0
"2055","040350","큐로컴",501,-14,-2.72,NA,NA,NA,NA,381,1.31,0,0
"2056","051780","큐로홀딩스",372,1,0.27,NA,NA,NA,NA,304,1.22,0,0
"2057","115180","큐리언트",8920,-180,-1.98,NA,NA,NA,NA,4276,2.09,0,0
"2058","182360","큐브엔터",20650,250,1.23,NA,NA,1188,17.38,2593,7.96,0,0
"2059","405100","큐알티",13560,-110,-0.8,1571,8.63,NA,NA,4418,3.07,0,0
"2060","066310","큐에스아이",10650,-430,-3.88,185,57.57,NA,NA,7980,1.33,100,0.94
"2061","016600","큐캐피탈",380,-3,-0.78,NA,NA,NA,NA,765,0.5,0,0
"2062","264900","크라운제과",8960,20,0.22,1024,8.75,NA,NA,12554,0.71,250,2.79
"2063","26490K","크라운제과우",11820,-230,-1.91,NA,NA,NA,NA,NA,NA,252,2.13
"2064","005740","크라운해태홀딩스",6860,-70,-1.01,294,23.33,NA,NA,18951,0.36,100,1.46
"2065","005745","크라운해태홀딩스우",11700,160,1.39,NA,NA,NA,NA,NA,NA,105,0.9
"2066","259960","크래프톤",167400,-1800,-1.06,12022,13.92,11031,15.17,98465,1.7,0,0
"2067","096240","크레버스",18900,-90,-0.47,2130,8.87,NA,NA,11032,1.71,2000,10.58
"2068","043590","크로바하이텍",1051,-18,-1.68,236,4.45,NA,NA,947,1.11,0,0
"2069","114120","크루셜텍",10850,0,0,NA,NA,NA,NA,9830,1.1,0,0
"2070","110790","크리스에프앤씨",19970,-280,-1.38,6297,3.17,NA,NA,27839,0.72,1000,5.01
"2071","083790","크리스탈지노믹스",3400,0,0,NA,NA,NA,NA,3072,1.11,0,0
"2072","045520","크린앤사이언스",12120,-230,-1.86,NA,NA,NA,NA,7062,1.72,150,1.24
"2073","036170","클라우드에어",888,-13,-1.44,29,30.62,NA,NA,1914,0.46,0,0
"2074","214150","클래시스",19590,-10,-0.05,677,28.94,1099,17.82,2530,7.74,66,0.34
"2075","352770","클리노믹스",8230,-150,-1.79,1214,6.78,NA,NA,4456,1.85,0,0
"2076","237880","클리오",19060,-470,-2.41,552,34.53,1018,18.73,9911,1.92,150,0.79
"2077","139670","키네마스터",8140,-260,-3.1,NA,NA,NA,NA,1761,4.62,0,0
"2078","020120","키다리스튜디오",8340,-220,-2.57,114,73.16,NA,NA,6419,1.3,0,0
"2079","413600","키움제6호스팩",2110,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"2080","433530","키움제7호스팩",2075,5,0.24,NA,NA,NA,NA,NA,NA,0,0
"2081","039490","키움증권",98700,-600,-0.6,31680,3.12,20063,4.92,149422,0.66,3500,3.55
"2082","054780","키이스트",9660,-280,-2.82,NA,NA,NA,NA,2519,3.83,0,0
"2083","219130","타이거일렉",19050,-190,-0.99,500,38.1,NA,NA,8158,2.34,0,0
"2084","360070","탑머티리얼",53000,4100,8.38,770,68.83,NA,NA,4403,12.04,0,0
"2085","065130","탑엔지니어링",5320,100,1.92,NA,NA,NA,NA,12349,0.43,0,0
"2086","134580","탑코미디어",5810,-170,-2.84,NA,NA,NA,NA,2180,2.67,0,0
"2087","014580","태경비케이",7070,600,9.27,338,20.92,NA,NA,5502,1.28,110,1.56
"2088","015890","태경산업",6800,-110,-1.59,900,7.56,NA,NA,9204,0.74,270,3.97
"2089","006890","태경케미컬",14050,150,1.08,963,14.59,NA,NA,12420,1.13,220,1.57
"2090","023160","태광",16590,-300,-1.78,588,28.21,1492,11.12,16860,0.98,100,0.6
"2091","003240","태광산업",767000,-15000,-1.92,377488,2.03,NA,NA,4626787,0.17,1750,0.23
"2092","011280","태림포장",2890,-60,-2.03,247,11.7,NA,NA,4700,0.61,50,1.73
"2093","323280","태성",2365,-5,-0.21,NA,NA,NA,NA,NA,NA,0,0
"2094","053620","태양",8210,-50,-0.61,604,13.59,NA,NA,21159,0.39,150,1.83
"2095","004100","태양금속",1640,-2,-0.12,NA,NA,NA,NA,2312,0.71,5,0.3
"2096","004105","태양금속우",3510,-5,-0.14,NA,NA,NA,NA,NA,NA,10,0.28
"2097","009410","태영건설",4205,-165,-3.78,1920,2.19,NA,NA,17753,0.24,350,8.32
"2098","009415","태영건설우",6760,-50,-0.73,NA,NA,NA,NA,NA,NA,355,5.25
"2099","044490","태웅",10690,10,0.09,357,29.94,NA,NA,23769,0.45,0,0
"2100","124560","태웅로직스",4925,110,2.28,1726,2.85,NA,NA,3292,1.5,100,2.03
"2101","001420","태원물산",4980,-50,-0.99,11,452.73,NA,NA,4273,1.17,55,1.1
"2102","007980","태평양물산",1670,-10,-0.6,NA,NA,NA,NA,3585,0.47,0,0
"2103","191420","테고사이언스",13120,-160,-1.2,17,771.76,NA,NA,6046,2.17,0,0
"2104","073640","테라사이언스",2240,0,0,NA,NA,NA,NA,665,3.37,0,0
"2105","066700","테라젠이텍스",5000,5,0.1,NA,NA,NA,NA,6958,0.72,0,0
"2106","095610","테스",17650,-440,-2.43,3936,4.48,1339,13.18,15906,1.11,560,3.17
"2107","055490","테이팩스",61000,-2000,-3.17,4009,15.22,NA,NA,27834,2.19,700,1.15
"2108","064520","테크엘",6350,210,3.42,185,34.32,NA,NA,4935,1.29,0,0
"2109","089030","테크윙",6210,-120,-1.9,485,12.8,NA,NA,5852,1.06,230,3.7
"2110","054450","텔레칩스",15500,-550,-3.43,559,27.73,1102,14.07,8453,1.83,120,0.77
"2111","091440","텔레필드",2340,170,7.83,NA,NA,NA,NA,1654,1.41,0,0
"2112","078000","텔코웨어",9500,-70,-0.73,322,29.5,NA,NA,19441,0.49,500,5.26
"2113","200230","텔콘RF제약",1178,-30,-2.48,NA,NA,NA,NA,1067,1.1,0,0
"2114","214420","토니모리",4575,-10,-0.22,NA,NA,NA,NA,3829,1.19,0,0
"2115","215480","토박스코리아",4555,15,0.33,370,12.31,NA,NA,2827,1.61,0,0
"2116","051360","토비스",11390,-120,-1.04,82,138.9,1691,6.74,12127,0.94,100,0.88
"2117","045340","토탈소프트",4265,-110,-2.51,352,12.12,NA,NA,1896,2.25,0,0
"2118","108230","톱텍",9580,-670,-6.54,NA,NA,NA,NA,8206,1.17,0,0
"2119","079970","투비소프트",780,19,2.5,NA,NA,NA,NA,816,0.96,0,0
"2120","199800","툴젠",52100,-1200,-2.25,NA,NA,NA,NA,10785,4.83,0,0
"2121","105550","트루윈",2035,-25,-1.21,NA,NA,NA,NA,1535,1.33,0,0
"2122","290090","트윔",16120,-260,-1.59,360,44.78,NA,NA,10315,1.56,0,0
"2123","026150","특수건설",7960,-170,-2.09,NA,NA,NA,NA,5910,1.35,0,0
"2124","322180","티라유텍",10500,-500,-4.55,NA,NA,NA,NA,3673,2.86,0,0
"2125","117730","티로보틱스",8570,-120,-1.38,NA,NA,NA,NA,1673,5.12,0,0
"2126","033830","티비씨",1125,10,0.9,49,22.96,NA,NA,1240,0.91,13,1.16
"2127","057680","티사이언티픽",2410,-15,-0.62,NA,NA,NA,NA,4688,0.51,0,0
"2128","204610","티쓰리",2000,-80,-3.85,208,9.62,NA,NA,1206,1.66,0,0
"2129","064760","티씨케이",102900,-100,-0.1,7014,14.67,8983,11.46,29080,3.54,1430,1.39
"2130","246710","티앤알바이오팹",16250,-950,-5.52,NA,NA,NA,NA,1980,8.21,0,0
"2131","340570","티앤엘",44650,550,1.25,2410,18.53,3720,12,11084,4.03,400,0.9
"2132","043220","티에스넥스젠",868,-13,-1.48,NA,NA,NA,NA,497,1.75,0,0
"2133","277880","티에스아이",10720,-420,-3.77,63,170.16,NA,NA,2193,4.89,0,0
"2134","131290","티에스이",36100,-1200,-3.22,4204,8.59,5647,6.39,22550,1.6,500,1.39
"2135","019180","티에이치엔",3505,-30,-0.85,955,3.67,NA,NA,4826,0.73,50,1.43
"2136","425420","티에프이",9100,140,1.56,1094,8.32,NA,NA,3321,2.74,34,0.37
"2137","356860","티엘비",17140,-430,-2.45,1262,13.58,2276,7.53,8465,2.02,250,1.46
"2138","062860","티엘아이",5900,-120,-1.99,NA,NA,NA,NA,9460,0.62,0,0
"2139","363280","티와이홀딩스",12300,-70,-0.57,4004,3.07,2256,5.45,38262,0.32,0,0
"2140","36328K","티와이홀딩스우",13250,150,1.15,NA,NA,NA,NA,NA,NA,0,0
"2141","321550","티움바이오",10190,-290,-2.77,NA,NA,NA,NA,3462,2.94,0,0
"2142","091810","티웨이항공",3395,-30,-0.88,NA,NA,263,12.93,306,11.09,0,0
"2143","004870","티웨이홀딩스",597,-13,-2.13,NA,NA,NA,NA,491,1.22,0,0
"2144","425040","티이엠씨",32300,-1650,-4.86,1390,23.24,NA,NA,4825,6.69,0,0
"2145","104480","티케이케미칼",2860,-70,-2.39,3921,0.73,NA,NA,7347,0.39,0,0
"2146","081150","티플랙스",4180,0,0,430,9.72,NA,NA,5970,0.7,30,0.72
"2147","130740","티피씨글로벌",3560,-100,-2.73,NA,NA,NA,NA,5674,0.63,30,0.84
"2148","084730","팅크웨어",12900,-220,-1.68,691,18.67,NA,NA,14014,0.92,0,0
"2149","046210","파나진",4390,75,1.74,155,28.32,NA,NA,929,4.73,0,0
"2150","058530","파나케이아",1620,0,0,NA,NA,NA,NA,3692,0.44,0,0
"2151","034230","파라다이스",15990,-210,-1.3,NA,NA,531,30.11,14400,1.11,0,0
"2152","033540","파라텍",840,-20,-2.33,20,42,NA,NA,1669,0.5,0,0
"2153","043200","파루",858,-11,-1.27,NA,NA,NA,NA,659,1.3,0,0
"2154","214450","파마리서치",73100,-1600,-2.14,4717,15.5,6872,10.64,30618,2.39,600,0.82
"2155","208340","파멥신",2880,-5,-0.17,NA,NA,NA,NA,1983,1.45,0,0
"2156","005690","파미셀",9540,-230,-2.35,159,60,409,23.3,1090,8.75,0,0
"2157","177830","파버나인",4200,85,2.07,543,7.73,NA,NA,5446,0.77,0,0
"2158","037070","파세코",15180,-120,-0.78,957,15.86,NA,NA,5086,2.98,300,1.98
"2159","150900","파수",8930,-30,-0.33,387,23.07,NA,NA,2279,3.92,0,0
"2160","037030","파워넷",4030,-100,-2.42,143,28.18,NA,NA,4788,0.84,0,0
"2161","047310","파워로직스",6140,-20,-0.32,NA,NA,855,7.18,6165,1,0,0
"2162","368770","파이버프로",3015,-115,-3.67,NA,NA,NA,NA,1802,1.67,0,0
"2163","170790","파이오링크",14160,-380,-2.61,1672,8.47,2159,6.56,9268,1.53,250,1.77
"2164","049120","파인디앤씨",1400,-7,-0.5,NA,NA,NA,NA,1582,0.88,0,0
"2165","038950","파인디지털",6090,-60,-0.98,311,19.58,NA,NA,11169,0.55,50,0.82
"2166","441270","파인엠텍",8240,-200,-2.37,NA,NA,NA,NA,NA,NA,0,0
"2167","106240","파인테크닉스",2655,-95,-3.45,983,2.7,NA,NA,2512,1.06,25,0.94
"2168","131760","파인텍",1329,32,2.47,NA,NA,NA,NA,648,2.05,0,0
"2169","065690","파커스",2400,-40,-1.64,650,3.69,NA,NA,6036,0.4,150,6.25
"2170","140860","파크시스템스",129800,-5100,-3.78,1361,95.37,7105,18.27,13125,9.89,250,0.19
"2171","091700","파트론",8200,-80,-0.97,1309,6.26,861,9.52,8249,0.99,350,4.27
"2172","032800","판타지오",459,-15,-3.16,NA,NA,NA,NA,411,1.12,0,0
"2173","318010","팜스빌",10180,-140,-1.36,637,15.98,NA,NA,7545,1.35,100,0.98
"2174","036580","팜스코",3850,-65,-1.66,88,43.75,NA,NA,8484,0.45,100,2.6
"2175","027710","팜스토리",1725,-22,-1.26,46,37.5,NA,NA,1898,0.91,25,1.45
"2176","004720","팜젠사이언스",6410,-20,-0.31,2206,2.91,NA,NA,8356,0.77,0,0
"2177","225590","패션플랫폼",1677,-9,-0.53,601,2.79,NA,NA,2234,0.75,0,0
"2178","054300","팬스타엔터프라이즈",685,-8,-1.15,41,16.71,NA,NA,796,0.86,0,0
"2179","068050","팬엔터테인먼트",5170,-170,-3.18,148,34.93,NA,NA,2690,1.92,0,0
"2180","028670","팬오션",6080,-170,-2.72,1028,5.91,1133,5.37,6728,0.9,100,1.64
"2181","222110","팬젠",5850,-40,-0.68,NA,NA,NA,NA,1977,2.96,0,0
"2182","010820","퍼스텍",3215,-95,-2.87,81,39.69,NA,NA,906,3.55,0,0
"2183","016800","퍼시스",30250,0,0,4917,6.15,NA,NA,54249,0.56,1100,3.64
"2184","263750","펄어비스",42250,-150,-0.35,973,43.42,1543,27.38,11757,3.59,0,0
"2185","251970","펌텍코리아",15540,-370,-2.33,1464,10.61,NA,NA,15974,0.97,350,2.25
"2186","001020","페이퍼코리아",1356,-10,-0.73,240,5.65,NA,NA,1111,1.22,0,0
"2187","168360","펨트론",8700,-90,-1.02,472,18.43,641,13.57,1200,7.25,0,0
"2188","087010","펩트론",8150,300,3.82,NA,NA,NA,NA,3020,2.7,0,0
"2189","090080","평화산업",1218,-17,-1.38,4,304.5,NA,NA,473,2.58,0,0
"2190","010770","평화홀딩스",3445,-90,-2.55,NA,NA,NA,NA,6351,0.54,150,4.35
"2191","119500","포메탈",3735,15,0.4,170,21.97,NA,NA,3969,0.94,60,1.61
"2192","389140","포바이포",18180,-770,-4.06,580,31.34,NA,NA,4348,4.18,0,0
"2193","022100","포스코 ICT",7140,130,1.85,NA,NA,382,18.71,2355,3.03,50,0.7
"2194","058430","포스코스틸리온",36450,-800,-2.15,17070,2.14,NA,NA,53623,0.68,1000,2.74
"2195","009520","포스코엠텍",12450,100,0.81,314,39.65,204,60.99,2511,4.96,80,0.64
"2196","047050","포스코인터내셔널",22150,-350,-1.56,2924,7.58,3316,6.68,28259,0.78,800,3.61
"2197","003670","포스코케미칼",263000,2500,0.96,1753,150.03,4150,63.38,30845,8.53,300,0.11
"2198","189690","포시에스",7820,-50,-0.64,758,10.32,NA,NA,7636,1.02,100,1.28
"2199","318020","포인트모바일",18100,0,0,NA,NA,NA,NA,4068,4.45,100,0.55
"2200","256630","포인트엔지니어링",2150,-35,-1.6,71,30.28,NA,NA,1374,1.56,20,0.93
"2201","331380","포커스에이치엔에스",2650,-45,-1.67,NA,NA,244,10.86,957,2.77,0,0
"2202","234100","폴라리스세원",2545,-165,-6.09,208,12.24,NA,NA,2322,1.1,0,0
"2203","041020","폴라리스오피스",3050,-685,-18.34,NA,NA,NA,NA,1013,3.01,0,0
"2204","114630","폴라리스우노",1055,-115,-9.83,98,10.77,NA,NA,1591,0.66,0,0
"2205","290720","푸드나무",9430,140,1.51,20,471.5,NA,NA,4125,2.29,30,0.32
